col0,col1,col2,col3,col4,col5
0,0,0.0,0.0,0.0,0.0
16080 MS:22927 M:8 H:0,,,,,
28,30,40.0,15.0,8.0,7.0
107,133,45.0,43.0,28.0,5.0
8,7,7.0,13.0,29.0,7.0
2,6,7.0,17.0,16.0,21.0
0,0,0.0,0.0,0.0,0.0
54,88,64.0,134.0,92.0,74.0
6,7,7.0,19.0,56.0,111.0
2,4,3.0,7.0,27.0,38.0
1,3,3.0,5.0,33.0,19.0
1,3,6.0,12.0,61.0,13.0
0,3,5.0,7.0,22.0,1.0
0,8,11.0,13.0,42.0,3.0
6,22,0.0,11.0,15.0,0.0
0,32,29.0,0.0,7.0,7.0
0,65,40.0,32.0,7.0,0.0
0,48,63.0,39.0,4.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16084 MS:23052 M:8 H:0,,,,,
8,4,15.0,4.0,3.0,6.0
67,67,34.0,19.0,18.0,5.0
15,0,3.0,11.0,2.0,7.0
3,2,3.0,10.0,7.0,0.0
0,0,0.0,0.0,0.0,0.0
53,49,52.0,118.0,80.0,71.0
7,5,8.0,32.0,58.0,107.0
4,3,5.0,15.0,38.0,49.0
0,1,0.0,6.0,49.0,29.0
2,8,8.0,32.0,75.0,16.0
1,6,12.0,11.0,25.0,2.0
0,8,17.0,17.0,48.0,4.0
0,18,20.0,11.0,11.0,0.0
2,39,25.0,13.0,6.0,0.0
11,73,48.0,35.0,8.0,0.0
2,63,92.0,44.0,14.0,12.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16085 MS:23084 M:8 H:0,,,,,
9,5,15.0,3.0,2.0,3.0
56,75,45.0,4.0,15.0,0.0
8,3,6.0,15.0,0.0,7.0
3,2,3.0,8.0,7.0,9.0
0,0,0.0,0.0,0.0,0.0
45,49,58.0,121.0,81.0,73.0
7,6,9.0,34.0,61.0,109.0
3,0,0.0,16.0,39.0,49.0
4,1,0.0,8.0,49.0,18.0
2,5,10.0,30.0,77.0,17.0
1,7,14.0,13.0,26.0,2.0
0,10,20.0,19.0,50.0,4.0
0,18,21.0,12.0,13.0,0.0
0,38,24.0,12.0,6.0,0.0
8,81,45.0,39.0,16.0,0.0
3,52,77.0,43.0,7.0,15.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16086 MS:23115 M:8 H:0,,,,,
15,16,11.0,9.0,0.0,5.0
65,76,50.0,11.0,20.0,16.0
8,3,5.0,8.0,14.0,7.0
6,2,3.0,8.0,6.0,6.0
0,0,0.0,0.0,0.0,0.0
47,45,61.0,130.0,85.0,74.0
0,7,6.0,38.0,63.0,115.0
15,0,7.0,23.0,27.0,55.0
2,3,5.0,16.0,53.0,33.0
2,5,11.0,33.0,81.0,17.0
0,8,15.0,14.0,26.0,2.0
1,12,21.0,20.0,53.0,5.0
0,19,22.0,13.0,13.0,0.0
0,37,16.0,10.0,5.0,0.0
4,74,46.0,32.0,7.0,0.0
3,49,76.0,38.0,6.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16087 MS:23147 M:8 H:0,,,,,
14,16,12.0,11.0,12.0,2.0
68,76,33.0,17.0,14.0,19.0
9,4,6.0,8.0,13.0,5.0
2,1,2.0,7.0,4.0,3.0
0,0,0.0,0.0,0.0,0.0
47,40,68.0,142.0,91.0,71.0
0,11,23.0,32.0,75.0,127.0
5,3,6.0,20.0,43.0,61.0
3,3,7.0,18.0,54.0,33.0
2,5,10.0,34.0,81.0,17.0
1,8,15.0,15.0,26.0,2.0
1,12,23.0,20.0,54.0,5.0
1,8,16.0,12.0,4.0,0.0
2,39,24.0,16.0,5.0,0.0
4,70,43.0,32.0,7.0,0.0
3,42,67.0,35.0,5.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16088 MS:23178 M:8 H:0,,,,,
9,6,15.0,3.0,3.0,6.0
68,77,34.0,15.0,12.0,2.0
9,4,6.0,8.0,13.0,4.0
2,1,3.0,7.0,5.0,3.0
0,0,0.0,0.0,0.0,0.0
51,52,64.0,149.0,95.0,64.0
7,6,13.0,44.0,72.0,128.0
5,3,7.0,24.0,46.0,62.0
3,3,7.0,20.0,57.0,34.0
2,5,11.0,37.0,83.0,17.0
0,8,15.0,15.0,26.0,2.0
0,15,31.0,8.0,55.0,1.0
15,6,23.0,15.0,0.0,1.0
1,42,26.0,13.0,6.0,0.0
4,69,45.0,32.0,8.0,0.0
3,42,66.0,33.0,5.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16099 MS:23523 M:8 H:0,,,,,
47,15,14.0,5.0,1.0,0.0
65,19,9.0,6.0,5.0,0.0
6,0,0.0,5.0,10.0,2.0
2,0,0.0,5.0,5.0,5.0
8,0,5.0,0.0,0.0,0.0
22,16,9.0,55.0,63.0,96.0
3,1,4.0,22.0,51.0,219.0
2,0,2.0,10.0,35.0,108.0
5,1,3.0,8.0,37.0,64.0
0,0,1.0,7.0,49.0,10.0
3,0,2.0,8.0,40.0,2.0
0,7,15.0,6.0,71.0,15.0
0,9,22.0,47.0,37.0,7.0
4,46,78.0,64.0,45.0,3.0
12,144,151.0,96.0,82.0,7.0
22,280,143.0,162.0,99.0,10.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16106 MS:23743 M:8 H:0,,,,,
13,0,1.0,0.0,0.0,5.0
52,22,8.0,5.0,3.0,0.0
4,0,1.0,4.0,7.0,1.0
2,0,3.0,5.0,5.0,8.0
0,3,0.0,0.0,0.0,0.0
14,13,53.0,63.0,42.0,103.0
4,4,12.0,40.0,59.0,252.0
0,1,4.0,26.0,52.0,142.0
1,1,3.0,13.0,47.0,78.0
1,2,5.0,27.0,64.0,8.0
0,7,11.0,32.0,56.0,3.0
3,15,0.0,35.0,71.0,0.0
3,21,47.0,42.0,63.0,7.0
7,67,100.0,76.0,52.0,4.0
15,143,142.0,91.0,76.0,8.0
27,269,133.0,137.0,85.0,9.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16107 MS:23775 M:8 H:0,,,,,
10,0,0.0,0.0,0.0,3.0
60,25,9.0,8.0,4.0,0.0
8,1,1.0,5.0,13.0,2.0
8,0,3.0,6.0,5.0,8.0
0,3,8.0,0.0,4.0,8.0
65,39,60.0,67.0,57.0,101.0
11,10,21.0,49.0,63.0,246.0
5,4,6.0,34.0,54.0,144.0
5,2,3.0,17.0,51.0,79.0
2,3,6.0,32.0,64.0,8.0
12,8,23.0,46.0,50.0,7.0
1,22,14.0,39.0,82.0,0.0
3,25,48.0,54.0,62.0,5.0
8,66,98.0,73.0,51.0,5.0
17,132,134.0,86.0,74.0,8.0
31,246,126.0,130.0,80.0,10.0
0,3,0.0,0.0,0.0,0.0
0,0,1.0,0.0,0.0,1.0
16108 MS:23806 M:8 H:0,,,,,
9,0,1.0,1.0,0.0,5.0
73,31,12.0,21.0,6.0,0.0
6,2,3.0,9.0,22.0,3.0
0,0,2.0,0.0,4.0,11.0
0,0,0.0,0.0,0.0,2.0
112,57,76.0,75.0,63.0,99.0
47,29,36.0,54.0,66.0,241.0
10,8,10.0,39.0,57.0,147.0
11,7,7.0,22.0,53.0,79.0
0,12,17.0,32.0,71.0,0.0
4,17,20.0,51.0,55.0,12.0
1,9,26.0,36.0,70.0,5.0
5,29,48.0,51.0,62.0,5.0
10,65,91.0,69.0,50.0,5.0
18,124,124.0,82.0,70.0,9.0
31,218,118.0,120.0,72.0,11.0
0,7,0.0,1.0,7.0,0.0
0,0,0.0,0.0,0.0,0.0
16109 MS:23837 M:8 H:0,,,,,
15,1,3.0,2.0,0.0,5.0
88,35,17.0,31.0,9.0,1.0
9,3,0.0,6.0,29.0,0.0
6,3,6.0,9.0,13.0,17.0
0,0,0.0,0.0,0.0,0.0
128,72,89.0,81.0,70.0,103.0
85,46,47.0,56.0,68.0,230.0
28,12,19.0,46.0,59.0,143.0
16,10,10.0,32.0,48.0,81.0
4,7,26.0,37.0,72.0,17.0
4,20,20.0,35.0,58.0,4.0
4,15,32.0,36.0,69.0,5.0
6,31,48.0,51.0,62.0,6.0
11,62,84.0,65.0,48.0,6.0
15,118,108.0,74.0,64.0,9.0
42,202,109.0,120.0,58.0,18.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16110 MS:23869 M:8 H:0,,,,,
20,2,5.0,3.0,0.0,3.0
102,43,15.0,37.0,0.0,0.0
19,5,4.0,14.0,38.0,4.0
9,5,10.0,15.0,14.0,20.0
0,0,0.0,0.0,0.0,0.0
137,82,100.0,87.0,75.0,106.0
100,58,58.0,60.0,71.0,222.0
32,23,32.0,44.0,62.0,142.0
0,6,15.0,32.0,55.0,80.0
4,10,19.0,42.0,64.0,4.0
5,23,21.0,37.0,58.0,5.0
5,22,38.0,37.0,69.0,6.0
6,32,48.0,49.0,60.0,6.0
16,54,77.0,59.0,44.0,6.0
14,96,100.0,64.0,60.0,12.0
24,178,91.0,101.0,49.0,12.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16111 MS:23900 M:8 H:0,,,,,
27,8,13.0,3.0,10.0,0.0
112,47,23.0,55.0,12.0,8.0
25,6,5.0,15.0,46.0,6.0
15,9,18.0,23.0,19.0,25.0
0,0,0.0,0.0,0.0,0.0
143,93,108.0,92.0,82.0,111.0
118,62,69.0,64.0,75.0,218.0
39,51,34.0,59.0,76.0,136.0
10,14,22.0,42.0,62.0,77.0
5,12,18.0,47.0,70.0,9.0
5,27,27.0,39.0,59.0,6.0
6,26,41.0,38.0,69.0,7.0
5,32,49.0,50.0,58.0,6.0
0,55,67.0,40.0,32.0,7.0
14,91,86.0,57.0,44.0,10.0
20,155,79.0,81.0,38.0,10.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16112 MS:23932 M:8 H:0,,,,,
35,8,11.0,5.0,8.0,8.0
119,51,27.0,47.0,16.0,5.0
30,8,5.0,16.0,47.0,6.0
25,14,26.0,35.0,24.0,27.0
0,0,0.0,0.0,0.0,0.0
144,111,112.0,103.0,94.0,122.0
126,73,78.0,80.0,75.0,221.0
41,47,48.0,62.0,74.0,150.0
9,16,25.0,48.0,64.0,77.0
6,13,19.0,53.0,74.0,10.0
6,29,30.0,42.0,62.0,7.0
4,27,47.0,40.0,71.0,8.0
9,39,38.0,45.0,55.0,0.0
9,53,62.0,42.0,32.0,6.0
12,82,71.0,53.0,35.0,7.0
17,134,68.0,69.0,28.0,9.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16113 MS:23963 M:8 H:0,,,,,
42,16,16.0,9.0,3.0,7.0
133,63,32.0,53.0,19.0,8.0
38,11,7.0,17.0,52.0,8.0
33,21,36.0,46.0,31.0,30.0
4,0,0.0,0.0,0.0,0.0
149,127,144.0,117.0,110.0,136.0
116,92,89.0,95.0,91.0,226.0
43,57,60.0,78.0,89.0,154.0
10,16,24.0,51.0,66.0,74.0
7,12,19.0,58.0,79.0,11.0
6,24,27.0,43.0,64.0,7.0
20,14,47.0,47.0,66.0,15.0
6,26,44.0,40.0,55.0,0.0
6,41,47.0,32.0,20.0,4.0
9,63,54.0,42.0,18.0,5.0
13,103,61.0,50.0,12.0,7.0
0,0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0
16114 MS:23994 M:8 H:0,,,,,
46,24,25.0,11.0,4.0,7.0
142,79,39.0,56.0,21.0,9.0
50,18,9.0,16.0,48.0,7.0
38,43,61.0,67.0,38.0,32.0
0,0,0.0,0.0,0.0,0.0
152,145,163.0,132.0,113.0,133.0
117,104,101.0,92.0,97.0,218.0
39,50,51.0,74.0,81.0,141.0
9,13,17.0,49.0,67.0,73.0
6,9,14.0,56.0,80.0,10.0
4,20,32.0,40.0,66.0,0.0
5,12,27.0,32.0,68.0,7.0
5,21,38.0,31.0,36.0,5.0
5,34,38.0,25.0,15.0,3.0
7,58,42.0,34.0,11.0,4.0
10,83,52.0,35.0,9.0,5.0
8,0,3.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16115 MS:24026 M:8 H:0,,,,,
45,27,28.0,12.0,4.0,9.0
145,90,48.0,60.0,22.0,11.0
64,31,14.0,26.0,43.0,8.0
71,77,76.0,91.0,55.0,21.0
0,0,7.0,0.0,3.0,7.0
151,151,175.0,144.0,122.0,129.0
112,107,103.0,97.0,104.0,221.0
29,29,34.0,65.0,79.0,141.0
6,9,12.0,31.0,63.0,68.0
0,2,10.0,48.0,68.0,10.0
3,8,17.0,32.0,48.0,2.0
3,6,12.0,23.0,58.0,4.0
3,16,31.0,24.0,29.0,3.0
4,30,33.0,19.0,12.0,2.0
7,54,41.0,29.0,9.0,3.0
7,64,43.0,30.0,8.0,4.0
5,0,4.0,1.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16116 MS:24057 M:8 H:0,,,,,
47,32,35.0,16.0,6.0,7.0
160,110,56.0,72.0,28.0,14.0
88,46,27.0,48.0,48.0,17.0
81,79,104.0,110.0,57.0,39.0
0,0,0.0,0.0,0.0,0.0
154,157,188.0,161.0,136.0,133.0
94,100,96.0,101.0,111.0,224.0
17,16,22.0,46.0,73.0,134.0
7,15,0.0,19.0,49.0,59.0
0,7,15.0,20.0,63.0,15.0
3,5,9.0,23.0,44.0,5.0
1,3,7.0,14.0,44.0,3.0
2,9,20.0,20.0,22.0,2.0
3,24,26.0,15.0,9.0,1.0
0,42,35.0,25.0,8.0,3.0
6,48,44.0,25.0,8.0,2.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16117 MS:24089 M:8 H:0,,,,,
47,45,48.0,21.0,8.0,10.0
174,132,74.0,80.0,42.0,8.0
88,60,26.0,61.0,58.0,19.0
87,88,117.0,127.0,66.0,43.0
0,0,0.0,0.0,0.0,0.0
157,164,201.0,181.0,156.0,136.0
70,80,69.0,82.0,113.0,231.0
23,5,15.0,26.0,58.0,115.0
3,4,6.0,21.0,47.0,26.0
3,4,7.0,24.0,49.0,8.0
1,2,4.0,12.0,30.0,2.0
0,1,4.0,9.0,34.0,1.0
1,5,12.0,12.0,16.0,0.0
1,16,17.0,11.0,7.0,0.0
0,35,27.0,8.0,0.0,1.0
5,35,43.0,19.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16118 MS:24120 M:8 H:0,,,,,
44,55,63.0,18.0,5.0,8.0
195,146,77.0,99.0,32.0,10.0
86,66,29.0,56.0,79.0,15.0
95,97,131.0,137.0,66.0,45.0
0,0,0.0,0.0,0.0,0.0
155,165,192.0,182.0,149.0,109.0
50,72,54.0,76.0,97.0,185.0
22,14,20.0,32.0,62.0,120.0
3,4,5.0,12.0,46.0,49.0
1,2,4.0,17.0,46.0,10.0
0,0,0.0,4.0,18.0,0.0
0,1,2.0,6.0,32.0,1.0
0,2,3.0,5.0,11.0,0.0
7,16,0.0,7.0,14.0,0.0
1,19,11.0,6.0,5.0,15.0
1,12,23.0,9.0,2.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16119 MS:24152 M:8 H:0,,,,,
70,69,84.0,34.0,19.0,23.0
217,167,85.0,110.0,43.0,14.0
69,58,28.0,62.0,94.0,18.0
88,96,120.0,112.0,48.0,40.0
0,0,0.0,0.0,0.0,0.0
128,165,192.0,178.0,129.0,86.0
65,80,73.0,91.0,96.0,163.0
19,19,14.0,35.0,73.0,104.0
2,4,4.0,11.0,47.0,47.0
0,1,2.0,8.0,42.0,9.0
0,0,0.0,0.0,8.0,0.0
0,0,0.0,3.0,21.0,0.0
2,0,8.0,8.0,0.0,6.0
0,0,2.0,2.0,19.0,0.0
0,1,6.0,5.0,3.0,0.0
0,0,4.0,1.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16120 MS:24183 M:8 H:0,,,,,
94,84,68.0,33.0,10.0,3.0
222,137,70.0,88.0,40.0,11.0
20,14,12.0,31.0,69.0,13.0
51,63,71.0,80.0,39.0,31.0
0,0,0.0,0.0,0.0,0.0
64,191,223.0,192.0,138.0,89.0
59,125,112.0,111.0,119.0,167.0
25,29,21.0,43.0,90.0,114.0
1,3,4.0,12.0,50.0,44.0
0,0,1.0,5.0,30.0,7.0
0,0,0.0,1.0,6.0,0.0
0,0,0.0,0.0,8.0,0.0
0,0,0.0,0.0,1.0,0.0
0,0,0.0,3.0,2.0,0.0
0,0,0.0,2.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
8,0,3.0,0.0,0.0,0.0
16121 MS:24214 M:8 H:0,,,,,
719,125,87.0,51.0,21.0,13.0
68,138,57.0,62.0,32.0,8.0
6,9,11.0,26.0,52.0,10.0
16,30,48.0,62.0,29.0,19.0
5,10,0.0,3.0,7.0,0.0
48,198,218.0,217.0,153.0,95.0
12,65,63.0,83.0,116.0,165.0
0,10,8.0,17.0,53.0,93.0
1,3,3.0,7.0,32.0,35.0
0,0,1.0,5.0,28.0,8.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,3.0,6.0,3.0
0,0,0.0,2.0,2.0,0.0
0,0,2.0,3.0,2.0,0.0
0,0,3.0,4.0,2.0,0.0
0,0,1.0,0.0,0.0,0.0
0,4,0.0,0.0,0.0,0.0
0,0,6.0,8.0,0.0,4.0
16122 MS:24246 M:8 H:0,,,,,
41,38,27.0,11.0,6.0,5.0
139,122,39.0,25.0,14.0,3.0
11,9,8.0,12.0,12.0,3.0
16,4,15.0,27.0,0.0,7.0
0,0,0.0,0.0,0.0,0.0
67,118,136.0,205.0,132.0,75.0
7,13,14.0,36.0,79.0,130.0
2,4,5.0,10.0,32.0,46.0
1,3,3.0,5.0,24.0,17.0
1,7,0.0,6.0,50.0,12.0
0,5,7.0,8.0,19.0,3.0
0,12,13.0,12.0,38.0,2.0
0,6,4.0,3.0,5.0,0.0
0,19,8.0,5.0,4.0,0.0
0,65,33.0,25.0,8.0,0.0
0,50,58.0,31.0,4.0,0.0
0,0,0.0,0.0,1.0,0.0
0,0,0.0,0.0,0.0,0.0
16125 MS:24340 M:8 H:0,,,,,
4,3,16.0,0.0,3.0,4.0
64,59,32.0,16.0,11.0,2.0
11,5,6.0,7.0,12.0,12.0
3,1,2.0,5.0,3.0,2.0
0,0,0.0,0.0,0.0,0.0
56,66,77.0,141.0,83.0,74.0
14,0,9.0,32.0,67.0,122.0
0,8,16.0,8.0,47.0,63.0
3,3,5.0,12.0,46.0,28.0
2,5,8.0,24.0,73.0,15.0
1,8,13.0,12.0,28.0,2.0
0,10,15.0,17.0,58.0,5.0
0,20,15.0,10.0,13.0,0.0
7,18,15.0,15.0,0.0,1.0
5,82,49.0,37.0,11.0,0.0
4,67,79.0,44.0,6.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16132 MS:24560 M:8 H:0,,,,,
15,0,12.0,2.0,3.0,5.0
77,67,18.0,8.0,13.0,0.0
13,5,7.0,8.0,13.0,4.0
3,2,2.0,6.0,4.0,2.0
0,0,0.0,0.0,0.0,0.0
37,39,70.0,128.0,85.0,77.0
0,6,11.0,40.0,77.0,136.0
8,2,4.0,26.0,56.0,64.0
2,4,6.0,20.0,58.0,47.0
2,6,11.0,44.0,82.0,16.0
1,11,15.0,16.0,28.0,2.0
0,12,20.0,22.0,64.0,6.0
0,27,22.0,16.0,16.0,0.0
0,46,36.0,6.0,11.0,0.0
5,88,54.0,47.0,1.0,6.0
3,50,67.0,38.0,5.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16133 MS:24591 M:8 H:0,,,,,
15,0,15.0,7.0,0.0,3.0
76,68,30.0,13.0,13.0,3.0
13,5,7.0,8.0,13.0,4.0
5,3,5.0,8.0,4.0,2.0
0,0,0.0,0.0,0.0,0.0
36,46,77.0,131.0,84.0,77.0
1,5,0.0,36.0,78.0,132.0
1,2,4.0,20.0,51.0,66.0
2,3,6.0,19.0,58.0,33.0
2,6,12.0,45.0,84.0,17.0
1,10,16.0,15.0,28.0,2.0
0,12,20.0,22.0,67.0,6.0
8,38,22.0,23.0,8.0,0.0
0,48,36.0,13.0,15.0,8.0
5,89,55.0,38.0,8.0,0.0
3,54,69.0,38.0,5.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16134 MS:24622 M:8 H:0,,,,,
13,5,17.0,3.0,3.0,7.0
80,68,32.0,12.0,12.0,2.0
14,5,7.0,8.0,12.0,4.0
5,3,5.0,9.0,5.0,2.0
0,0,0.0,0.0,0.0,0.0
39,36,81.0,143.0,80.0,70.0
6,7,12.0,48.0,83.0,136.0
2,3,6.0,22.0,54.0,71.0
3,4,6.0,20.0,59.0,34.0
2,6,12.0,47.0,83.0,17.0
1,10,15.0,15.0,27.0,2.0
4,11,26.0,16.0,67.0,6.0
1,37,22.0,22.0,25.0,0.0
1,41,28.0,15.0,7.0,0.0
5,85,54.0,35.0,7.0,0.0
3,46,59.0,30.0,4.0,0.0
0,0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0
16135 MS:24654 M:8 H:0,,,,,
16,6,20.0,3.0,3.0,3.0
80,74,32.0,12.0,11.0,2.0
13,5,6.0,8.0,12.0,4.0
4,3,5.0,9.0,5.0,2.0
0,0,1.0,0.0,0.0,0.0
32,40,90.0,151.0,82.0,69.0
6,7,13.0,48.0,86.0,149.0
2,2,6.0,22.0,56.0,78.0
2,3,7.0,21.0,61.0,37.0
2,6,12.0,50.0,85.0,17.0
0,15,6.0,16.0,27.0,2.0
1,12,21.0,24.0,70.0,15.0
1,29,25.0,16.0,18.0,0.0
1,36,29.0,16.0,7.0,0.0
3,74,50.0,35.0,6.0,0.0
2,44,55.0,29.0,3.0,0.0
0,0,0.0,0.0,0.0,0.0
4,8,0.0,3.0,8.0,0.0
16136 MS:24685 M:8 H:0,,,,,
17,7,21.0,3.0,3.0,6.0
89,80,34.0,12.0,12.0,2.0
13,5,7.0,8.0,13.0,4.0
11,14,0.0,13.0,0.0,2.0
0,0,13.0,0.0,3.0,7.0
31,38,86.0,150.0,95.0,77.0
6,6,12.0,48.0,88.0,154.0
2,3,7.0,24.0,57.0,84.0
3,3,7.0,22.0,62.0,39.0
0,3,10.0,49.0,86.0,17.0
1,0,9.0,15.0,16.0,0.0
1,13,23.0,27.0,70.0,0.0
1,29,27.0,16.0,17.0,0.0
1,39,30.0,15.0,7.0,0.0
3,75,53.0,35.0,6.0,0.0
2,47,59.0,31.0,4.0,0.0
2,0,4.0,4.0,0.0,0.0
0,0,0.0,0.0,13.0,0.0
16137 MS:24717 M:8 H:0,,,,,
18,7,21.0,4.0,3.0,6.0
87,77,33.0,13.0,12.0,2.0
24,0,13.0,4.0,13.0,4.0
4,1,4.0,8.0,5.0,2.0
0,0,0.0,0.0,0.0,0.0
19,17,52.0,117.0,90.0,77.0
1,2,7.0,37.0,79.0,158.0
0,0,3.0,17.0,48.0,83.0
1,0,5.0,20.0,57.0,39.0
0,3,11.0,34.0,83.0,19.0
0,5,11.0,15.0,18.0,0.0
0,8,14.0,22.0,82.0,7.0
0,23,30.0,27.0,29.0,1.0
1,51,49.0,30.0,19.0,0.0
4,137,92.0,75.0,23.0,1.0
7,184,128.0,109.0,28.0,0.0
0,0,0.0,6.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16138 MS:24748 M:8 H:0,,,,,
18,4,13.0,3.0,2.0,5.0
59,38,8.0,9.0,9.0,1.0
22,0,9.0,16.0,7.0,11.0
0,0,0.0,3.0,3.0,2.0
0,0,0.0,0.0,0.0,0.0
13,8,17.0,61.0,62.0,73.0
2,1,4.0,23.0,57.0,163.0
0,0,2.0,14.0,37.0,85.0
1,1,3.0,13.0,37.0,36.0
0,1,2.0,16.0,61.0,13.0
30,514,0.0,512.0,768.0,267.0
556,260,256.0,256.0,514.0,40.0
320,771,512.0,256.0,512.0,896.0
0,0,0.0,0.0,21.0,252.0
0,0,0.0,0.0,0.0,0.0
49,292,0.0,768.0,256.0,512.0
314,83,77.0,800.0,57.0,563.0
4,3,32.0,57.0,55.0,55.0
16140 MS:24811 M:8 H:0,,,,,
13,6,17.0,8.0,4.0,4.0
3,10,16.0,22.0,55.0,168.0
21,0,10.0,24.0,33.0,91.0
2,0,2.0,9.0,33.0,43.0
0,0,0.0,6.0,41.0,11.0
0,0,0.0,2.0,17.0,0.0
0,1,4.0,13.0,71.0,6.0
7,0,15.0,28.0,34.0,2.0
3,37,61.0,54.0,31.0,2.0
11,144,143.0,92.0,72.0,7.0
0,0,145.0,162.0,99.0,11.0
0,0,11.0,48.0,52.0,105.0
3,0,0.0,22.0,48.0,208.0
2,0,2.0,14.0,34.0,112.0
6,1,3.0,8.0,35.0,65.0
0,0,1.0,8.0,50.0,10.0
0,0,3.0,10.0,41.0,2.0
0,8,0.0,20.0,74.0,5.0
16142 MS:24874 M:8 H:0,,,,,
59,17,14.0,5.0,2.0,3.0
63,20,7.0,6.0,5.0,0.0
5,0,0.0,4.0,9.0,2.0
0,0,0.0,3.0,3.0,2.0
3,7,0.0,0.0,0.0,0.0
11,4,12.0,53.0,63.0,119.0
2,0,2.0,20.0,54.0,221.0
3,0,1.0,8.0,35.0,124.0
6,0,2.0,8.0,35.0,70.0
0,0,2.0,11.0,52.0,9.0
0,0,2.0,14.0,48.0,3.0
0,3,3.0,25.0,64.0,0.0
1,13,25.0,50.0,55.0,4.0
0,0,90.0,68.0,49.0,3.0
256,4,0.0,0.0,256.0,256.0
49,292,0.0,768.0,260.0,512.0
260,516,0.0,0.0,4.0,0.0
8,0,0.0,0.0,266.0,256.0
16147 MS:25031 M:8 H:0,,,,,
31,16,0.0,7.0,12.0,0.0
53,22,8.0,6.0,6.0,15.0
4,0,1.0,4.0,6.0,1.0
1,0,1.0,5.0,4.0,4.0
0,0,0.0,0.0,0.0,0.0
5,4,27.0,60.0,62.0,120.0
0,0,7.0,16.0,50.0,248.0
0,0,4.0,13.0,34.0,146.0
0,0,2.0,9.0,43.0,78.0
0,1,4.0,21.0,61.0,8.0
0,3,7.0,27.0,56.0,3.0
0,4,11.0,34.0,73.0,5.0
0,24,33.0,57.0,60.0,4.0
15,64,108.0,84.0,52.0,12.0
10,150,152.0,96.0,80.0,8.0
17,283,137.0,143.0,90.0,10.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16148 MS:25062 M:8 H:0,,,,,
22,3,3.0,3.0,15.0,0.0
64,22,7.0,6.0,4.0,0.0
8,0,1.0,4.0,7.0,1.0
1,0,1.0,5.0,4.0,4.0
0,0,0.0,0.0,0.0,0.0
7,15,26.0,67.0,60.0,116.0
2,5,15.0,26.0,57.0,251.0
0,1,3.0,20.0,50.0,148.0
1,1,3.0,11.0,46.0,77.0
0,2,5.0,24.0,64.0,8.0
0,6,11.0,29.0,56.0,3.0
0,0,15.0,33.0,73.0,5.0
0,16,42.0,53.0,64.0,5.0
7,68,101.0,76.0,53.0,5.0
14,144,146.0,91.0,78.0,8.0
27,267,134.0,137.0,85.0,11.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
16149 MS:25093 M:8 H:0,,,,,
16,2,2.0,0.0,0.0,3.0
71,26,9.0,7.0,5.0,0.0
9,2,1.0,4.0,9.0,1.0
3,1,2.0,6.0,5.0,6.0
8,0,3.0,0.0,0.0,0.0
55,47,50.0,78.0,75.0,104.0
11,10,20.0,50.0,65.0,251.0
6,4,6.0,29.0,52.0,145.0
5,2,4.0,14.0,49.0,78.0
