col0,col1,col2,col3,col4,col5
1,0,3.0,13.0,49.0,84.0
7,0,3.0,31.0,50.0,7.0
0,4,8.0,28.0,63.0,0.0
0,5,15.0,40.0,66.0,4.0
1,20,47.0,58.0,56.0,3.0
6,68,108.0,80.0,51.0,4.0
12,150,144.0,88.0,73.0,6.0
19,275,128.0,136.0,84.0,8.0
0,0,3.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11894 MS:11590 M:6 H:0,,,,,
26,3,6.0,3.0,0.0,5.0
64,23,11.0,20.0,8.0,0.0
0,0,1.0,8.0,21.0,1.0
3,1,4.0,7.0,12.0,28.0
0,0,0.0,0.0,0.0,0.0
12,12,45.0,62.0,57.0,114.0
5,4,12.0,42.0,61.0,240.0
1,1,5.0,29.0,56.0,155.0
0,9,12.0,13.0,55.0,80.0
1,3,5.0,29.0,65.0,18.0
1,6,8.0,28.0,61.0,4.0
0,6,18.0,40.0,65.0,4.0
2,23,48.0,58.0,55.0,4.0
7,68,105.0,76.0,50.0,5.0
15,135,139.0,81.0,71.0,7.0
27,271,118.0,129.0,83.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11895 MS:11621 M:6 H:0,,,,,
24,2,4.0,2.0,0.0,4.0
71,24,4.0,22.0,8.0,0.0
7,1,2.0,8.0,27.0,2.0
5,2,4.0,8.0,12.0,22.0
0,0,0.0,0.0,0.0,0.0
33,25,59.0,69.0,61.0,111.0
10,7,20.0,50.0,63.0,237.0
8,8,4.0,42.0,50.0,157.0
3,10,16.0,20.0,58.0,92.0
2,3,6.0,35.0,66.0,8.0
1,9,11.0,31.0,63.0,4.0
1,7,23.0,40.0,66.0,4.0
3,25,49.0,56.0,56.0,4.0
0,71,100.0,73.0,49.0,5.0
29,128,135.0,79.0,57.0,7.0
31,254,124.0,126.0,76.0,11.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11896 MS:11652 M:6 H:0,,,,,
23,0,1.0,3.0,0.0,3.0
75,27,13.0,34.0,11.0,0.0
8,2,2.0,10.0,34.0,3.0
5,3,5.0,9.0,13.0,24.0
0,0,0.0,0.0,0.0,0.0
86,47,72.0,75.0,64.0,107.0
30,19,32.0,49.0,66.0,235.0
0,1,8.0,40.0,59.0,154.0
7,4,5.0,28.0,55.0,89.0
3,5,7.0,39.0,68.0,8.0
2,12,13.0,32.0,64.0,4.0
2,12,29.0,39.0,66.0,5.0
14,19,49.0,55.0,55.0,4.0
10,67,98.0,71.0,48.0,5.0
17,129,125.0,75.0,64.0,8.0
31,237,114.0,121.0,67.0,10.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11897 MS:11684 M:6 H:0,,,,,
19,3,4.0,7.0,0.0,3.0
82,32,15.0,35.0,11.0,1.0
13,3,3.0,12.0,37.0,3.0
6,4,8.0,11.0,15.0,25.0
0,0,0.0,0.0,0.0,0.0
119,50,80.0,82.0,70.0,111.0
65,35,36.0,54.0,67.0,224.0
14,10,15.0,44.0,65.0,155.0
11,7,8.0,33.0,58.0,84.0
5,7,10.0,43.0,70.0,9.0
3,18,16.0,32.0,64.0,5.0
0,14,33.0,39.0,66.0,5.0
13,40,48.0,59.0,64.0,2.0
11,66,91.0,68.0,46.0,6.0
17,120,115.0,70.0,59.0,8.0
29,219,106.0,114.0,59.0,10.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11901 MS:11809 M:6 H:0,,,,,
37,9,10.0,6.0,1.0,7.0
117,42,22.0,45.0,16.0,4.0
32,4,10.0,24.0,43.0,12.0
29,13,23.0,28.0,41.0,25.0
0,0,0.0,0.0,0.0,0.0
146,95,115.0,101.0,86.0,118.0
110,68,69.0,72.0,78.0,212.0
41,39,40.0,59.0,75.0,148.0
15,23,8.0,47.0,60.0,78.0
6,13,31.0,40.0,79.0,15.0
6,30,33.0,39.0,67.0,7.0
6,26,43.0,40.0,68.0,7.0
7,35,50.0,51.0,50.0,6.0
9,59,70.0,48.0,35.0,7.0
2,89,86.0,55.0,40.0,9.0
20,163,73.0,75.0,32.0,6.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11902 MS:11841 M:6 H:0,,,,,
41,11,13.0,8.0,2.0,5.0
120,48,32.0,47.0,24.0,0.0
26,6,5.0,13.0,49.0,12.0
33,17,28.0,34.0,27.0,29.0
0,0,0.0,0.0,0.0,0.0
148,103,123.0,107.0,91.0,121.0
110,75,76.0,76.0,81.0,210.0
52,42,51.0,60.0,77.0,147.0
11,17,25.0,59.0,76.0,72.0
7,14,20.0,57.0,79.0,11.0
7,31,36.0,41.0,67.0,7.0
7,27,46.0,42.0,67.0,8.0
7,35,49.0,49.0,47.0,6.0
7,56,62.0,42.0,29.0,6.0
0,83,75.0,42.0,27.0,9.0
18,142,68.0,66.0,24.0,12.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11903 MS:11872 M:6 H:0,,,,,
48,14,17.0,16.0,0.0,6.0
130,56,37.0,51.0,28.0,12.0
34,11,8.0,15.0,52.0,8.0
37,24,38.0,42.0,33.0,34.0
0,0,0.0,0.0,0.0,0.0
158,122,140.0,122.0,103.0,130.0
123,95,84.0,89.0,92.0,215.0
67,60,63.0,84.0,85.0,159.0
19,23,32.0,61.0,73.0,84.0
12,18,23.0,64.0,85.0,16.0
12,36,40.0,45.0,69.0,12.0
11,26,49.0,44.0,70.0,12.0
0,30,46.0,44.0,42.0,9.0
15,56,48.0,43.0,31.0,2.0
14,74,62.0,47.0,23.0,27.0
18,120,63.0,54.0,17.0,12.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11904 MS:11904 M:6 H:0,,,,,
52,26,39.0,2.0,11.0,23.0
137,69,39.0,57.0,27.0,15.0
44,17,10.0,17.0,51.0,9.0
57,44,59.0,59.0,43.0,38.0
0,0,0.0,0.0,0.0,0.0
151,139,160.0,135.0,114.0,136.0
127,96,101.0,99.0,89.0,211.0
51,65,63.0,82.0,90.0,152.0
17,19,25.0,61.0,69.0,83.0
11,14,20.0,65.0,85.0,16.0
10,29,31.0,44.0,65.0,11.0
9,18,38.0,39.0,67.0,10.0
6,23,48.0,41.0,33.0,16.0
8,41,43.0,29.0,30.0,5.0
11,64,53.0,39.0,15.0,8.0
15,95,56.0,38.0,12.0,10.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11905 MS:11935 M:6 H:0,,,,,
55,31,34.0,19.0,8.0,13.0
145,81,47.0,60.0,29.0,18.0
59,28,17.0,28.0,55.0,13.0
76,70,89.0,79.0,50.0,43.0
3,0,0.0,0.0,0.0,0.0
155,154,179.0,136.0,127.0,143.0
125,113,112.0,108.0,108.0,218.0
43,46,49.0,80.0,86.0,154.0
15,14,17.0,48.0,68.0,77.0
10,11,16.0,57.0,79.0,15.0
8,12,16.0,36.0,60.0,9.0
7,0,20.0,33.0,64.0,5.0
8,22,37.0,32.0,30.0,5.0
7,34,39.0,24.0,14.0,5.0
11,60,45.0,31.0,13.0,7.0
13,83,53.0,30.0,10.0,9.0
0,0,0.0,0.0,0.0,0.0
5,0,4.0,0.0,0.0,0.0
11906 MS:11966 M:6 H:0,,,,,
56,43,47.0,25.0,11.0,15.0
159,104,62.0,79.0,36.0,23.0
73,46,24.0,39.0,65.0,16.0
84,85,104.0,96.0,59.0,47.0
0,0,0.0,8.0,10.0,0.0
164,160,188.0,165.0,135.0,144.0
115,115,115.0,116.0,114.0,221.0
33,30,35.0,66.0,84.0,147.0
11,12,15.0,31.0,60.0,72.0
8,10,13.0,43.0,68.0,13.0
0,11,15.0,12.0,51.0,3.0
15,0,15.0,31.0,40.0,7.0
6,15,27.0,26.0,31.0,0.0
7,28,32.0,19.0,11.0,4.0
10,54,40.0,27.0,11.0,6.0
10,64,46.0,24.0,10.0,7.0
0,0,4.0,1.0,0.0,0.0
3,0,0.0,0.0,0.0,0.0
11907 MS:11998 M:6 H:0,,,,,
58,52,64.0,34.0,14.0,11.0
177,127,77.0,97.0,46.0,29.0
87,61,32.0,54.0,78.0,21.0
108,96,123.0,120.0,66.0,59.0
0,0,0.0,0.0,15.0,0.0
169,172,204.0,186.0,155.0,151.0
99,106,103.0,116.0,119.0,221.0
24,23,25.0,46.0,71.0,138.0
9,10,10.0,20.0,49.0,59.0
7,15,0.0,27.0,48.0,11.0
3,4,5.0,13.0,39.0,7.0
3,4,6.0,12.0,38.0,3.0
3,9,15.0,16.0,16.0,2.0
5,23,24.0,13.0,8.0,2.0
8,46,31.0,20.0,9.0,5.0
0,39,32.0,17.0,7.0,4.0
1,0,4.0,1.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11908 MS:12029 M:6 H:0,,,,,
63,65,80.0,43.0,19.0,14.0
198,147,90.0,114.0,55.0,32.0
93,72,38.0,64.0,100.0,19.0
115,105,128.0,132.0,78.0,64.0
0,0,0.0,0.0,0.0,0.0
174,185,219.0,208.0,170.0,150.0
73,93,78.0,88.0,112.0,221.0
16,18,19.0,34.0,59.0,112.0
20,5,15.0,8.0,47.0,43.0
5,23,3.0,27.0,58.0,4.0
0,2,3.0,5.0,20.0,2.0
1,2,5.0,6.0,25.0,2.0
0,3,7.0,5.0,9.0,0.0
2,13,11.0,7.0,6.0,0.0
5,28,20.0,11.0,6.0,2.0
0,23,27.0,0.0,0.0,3.0
0,5,10.0,3.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11909 MS:12060 M:6 H:0,,,,,
71,77,91.0,52.0,22.0,15.0
212,162,102.0,128.0,58.0,33.0
98,78,48.0,72.0,112.0,26.0
119,118,142.0,140.0,81.0,63.0
0,0,0.0,0.0,0.0,0.0
172,186,207.0,199.0,151.0,123.0
59,89,73.0,88.0,105.0,182.0
16,28,10.0,36.0,70.0,109.0
25,6,15.0,24.0,44.0,55.0
4,5,6.0,17.0,51.0,12.0
0,0,0.0,0.0,8.0,0.0
0,2,3.0,4.0,21.0,1.0
0,0,0.0,0.0,3.0,0.0
0,4,3.0,1.0,2.0,0.0
3,15,0.0,3.0,7.0,0.0
1,7,11.0,3.0,3.0,3.0
0,1,1.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11910 MS:12092 M:6 H:0,,,,,
79,91,97.0,50.0,22.0,13.0
237,184,105.0,130.0,58.0,30.0
84,71,41.0,78.0,125.0,29.0
114,119,135.0,121.0,65.0,60.0
0,0,0.0,0.0,0.0,0.0
154,189,209.0,194.0,140.0,101.0
76,94,85.0,102.0,108.0,153.0
20,30,32.0,32.0,82.0,114.0
7,9,9.0,15.0,53.0,48.0
3,4,5.0,10.0,44.0,11.0
0,0,0.0,1.0,7.0,0.0
0,0,0.0,3.0,14.0,0.0
0,0,0.0,0.0,0.0,0.0
15,0,7.0,15.0,0.0,3.0
0,1,2.0,4.0,3.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11911 MS:12123 M:6 H:0,,,,,
109,105,108.0,55.0,23.0,0.0
265,168,94.0,120.0,63.0,30.0
35,29,23.0,50.0,115.0,26.0
76,87,91.0,97.0,55.0,55.0
0,0,0.0,0.0,0.0,0.0
132,212,236.0,216.0,152.0,104.0
84,129,117.0,128.0,128.0,157.0
31,33,27.0,49.0,90.0,114.0
7,10,10.0,17.0,56.0,47.0
1,2,3.0,7.0,32.0,10.0
0,0,0.0,2.0,5.0,0.0
0,0,0.0,0.0,0.0,0.0
0,8,8.0,0.0,7.0,0.0
0,0,0.0,20.0,0.0,7.0
0,0,1.0,2.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11912 MS:12155 M:6 H:0,,,,,
701,154,116.0,81.0,45.0,25.0
99,138,69.0,78.0,52.0,21.0
11,14,16.0,30.0,71.0,16.0
23,53,72.0,75.0,44.0,37.0
0,0,0.0,0.0,0.0,0.0
55,215,233.0,230.0,159.0,80.0
29,90,91.0,109.0,128.0,149.0
9,14,15.0,28.0,73.0,93.0
6,8,8.0,13.0,52.0,44.0
1,2,4.0,8.0,36.0,11.0
0,0,1.0,2.0,8.0,0.0
4,4,0.0,8.0,0.0,0.0
0,0,17.0,0.0,10.0,8.0
0,0,0.0,1.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0
11913 MS:12186 M:6 H:0,,,,,
722,135,76.0,50.0,8.0,10.0
183,109,47.0,43.0,26.0,11.0
14,12,11.0,21.0,27.0,7.0
20,23,28.0,39.0,25.0,21.0
3,0,0.0,0.0,0.0,0.0
96,161,187.0,238.0,165.0,86.0
13,21,27.0,51.0,96.0,133.0
4,8,10.0,15.0,44.0,53.0
6,7,9.0,10.0,34.0,29.0
0,3,4.0,6.0,40.0,11.0
0,1,0.0,0.0,15.0,1.0
0,5,6.0,6.0,20.0,1.0
0,4,3.0,3.0,2.0,0.0
0,6,1.0,0.0,0.0,0.0
1,36,16.0,6.0,3.0,0.0
0,24,31.0,5.0,1.0,0.0
3,0,0.0,0.0,0.0,0.0
0,4,8.0,0.0,3.0,8.0
11914 MS:12217 M:6 H:0,,,,,
6,4,12.0,3.0,4.0,5.0
53,45,25.0,17.0,18.0,6.0
4,3,4.0,7.0,13.0,5.0
0,7,11.0,0.0,7.0,0.0
0,0,0.0,7.0,0.0,3.0
42,40,37.0,135.0,100.0,81.0
5,4,6.0,31.0,69.0,116.0
2,2,3.0,12.0,39.0,58.0
5,4,5.0,13.0,51.0,38.0
3,0,2.0,18.0,74.0,16.0
0,5,0.0,3.0,26.0,0.0
0,14,14.0,16.0,37.0,3.0
0,11,5.0,4.0,3.0,0.0
0,26,9.0,5.0,2.0,0.0
0,79,31.0,24.0,6.0,0.0
0,57,55.0,24.0,2.0,0.0
4,4,0.0,4.0,4.0,0.0
0,0,0.0,0.0,0.0,12.0
11915 MS:12249 M:6 H:0,,,,,
4,3,13.0,7.0,3.0,7.0
42,40,35.0,37.0,25.0,7.0
14,12,0.0,15.0,20.0,8.0
0,0,15.0,0.0,15.0,22.0
0,0,0.0,0.0,0.0,0.0
24,7,7.0,46.0,76.0,77.0
3,0,1.0,10.0,54.0,117.0
1,0,0.0,5.0,37.0,50.0
0,1,0.0,7.0,41.0,28.0
7,0,1.0,13.0,52.0,8.0
0,3,5.0,8.0,23.0,0.0
0,12,14.0,16.0,29.0,2.0
0,13,8.0,6.0,5.0,0.0
0,35,18.0,14.0,6.0,0.0
0,103,42.0,40.0,7.0,0.0
6,73,80.0,49.0,2.0,4.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11916 MS:12280 M:6 H:0,,,,,
5,3,19.0,16.0,4.0,7.0
52,41,50.0,76.0,37.0,9.0
4,13,1.0,22.0,57.0,11.0
0,0,0.0,1.0,12.0,15.0
0,0,0.0,0.0,0.0,0.0
13,2,3.0,11.0,50.0,72.0
2,0,0.0,4.0,42.0,116.0
9,0,0.0,3.0,30.0,51.0
0,10,12.0,3.0,55.0,44.0
1,2,4.0,16.0,79.0,19.0
0,3,6.0,8.0,27.0,3.0
0,13,15.0,19.0,39.0,3.0
0,14,10.0,8.0,6.0,0.0
0,39,21.0,16.0,8.0,0.0
7,99,51.0,47.0,0.0,1.0
0,87,76.0,49.0,3.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11917 MS:12312 M:6 H:0,,,,,
7,0,21.0,16.0,3.0,4.0
52,47,35.0,85.0,39.0,0.0
3,0,4.0,14.0,53.0,14.0
0,0,0.0,1.0,10.0,13.0
0,0,0.0,0.0,0.0,0.0
14,3,3.0,17.0,49.0,70.0
0,0,0.0,5.0,40.0,111.0
0,0,0.0,8.0,34.0,53.0
3,1,3.0,9.0,53.0,44.0
1,2,5.0,20.0,84.0,20.0
0,3,6.0,9.0,27.0,3.0
0,12,15.0,20.0,42.0,4.0
0,15,13.0,10.0,7.0,0.0
0,48,32.0,15.0,15.0,0.0
0,117,52.0,41.0,8.0,0.0
0,83,79.0,46.0,4.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11918 MS:12343 M:6 H:0,,,,,
23,0,23.0,15.0,0.0,7.0
56,46,36.0,56.0,29.0,8.0
4,0,3.0,14.0,30.0,9.0
0,0,0.0,4.0,7.0,8.0
0,0,0.0,0.0,0.0,0.0
9,2,5.0,49.0,58.0,67.0
0,3,0.0,4.0,43.0,96.0
0,0,1.0,9.0,37.0,53.0
2,2,4.0,14.0,54.0,38.0
1,3,8.0,26.0,88.0,21.0
0,4,8.0,10.0,29.0,3.0
0,11,17.0,21.0,48.0,4.0
0,11,13.0,16.0,2.0,0.0
0,42,26.0,16.0,9.0,6.0
0,120,53.0,40.0,8.0,0.0
0,77,81.0,42.0,5.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11919 MS:12375 M:6 H:0,,,,,
8,4,19.0,11.0,5.0,5.0
55,48,30.0,35.0,23.0,7.0
5,0,4.0,12.0,21.0,8.0
0,0,0.0,4.0,6.0,5.0
0,0,0.0,0.0,0.0,0.0
20,5,8.0,71.0,62.0,72.0
1,0,1.0,16.0,45.0,108.0
0,0,2.0,11.0,39.0,60.0
3,2,4.0,17.0,60.0,42.0
2,4,8.0,33.0,89.0,21.0
0,5,9.0,11.0,28.0,3.0
7,26,8.0,23.0,44.0,5.0
0,16,27.0,0.0,15.0,11.0
0,40,27.0,17.0,8.0,0.0
1,108,51.0,38.0,8.0,0.0
0,69,74.0,36.0,4.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11920 MS:12406 M:6 H:0,,,,,
12,4,22.0,11.0,5.0,7.0
63,48,32.0,33.0,21.0,6.0
5,0,3.0,12.0,21.0,7.0
0,0,0.0,4.0,5.0,4.0
0,6,8.0,0.0,6.0,0.0
18,2,7.0,79.0,59.0,74.0
2,0,1.0,19.0,51.0,114.0
1,0,2.0,13.0,42.0,66.0
4,2,4.0,21.0,66.0,44.0
2,4,9.0,40.0,93.0,21.0
14,1,15.0,10.0,29.0,3.0
1,28,10.0,27.0,61.0,0.0
0,19,19.0,13.0,10.0,0.0
0,45,30.0,17.0,8.0,0.0
1,119,56.0,40.0,8.0,0.0
0,69,76.0,37.0,4.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11921 MS:12437 M:6 H:0,,,,,
14,6,24.0,12.0,5.0,7.0
60,50,33.0,35.0,21.0,6.0
6,0,3.0,12.0,20.0,8.0
0,0,0.0,8.0,0.0,4.0
0,0,0.0,0.0,0.0,0.0
20,3,8.0,67.0,57.0,64.0
3,0,2.0,22.0,54.0,116.0
1,0,2.0,14.0,47.0,69.0
4,2,4.0,24.0,70.0,47.0
1,12,0.0,43.0,94.0,21.0
17,4,18.0,24.0,26.0,12.0
0,12,19.0,23.0,50.0,5.0
0,20,22.0,13.0,10.0,0.0
0,45,30.0,17.0,8.0,0.0
1,116,53.0,39.0,8.0,0.0
0,72,72.0,38.0,4.0,0.0
3,7,0.0,1.0,7.0,0.0
0,0,0.0,0.0,0.0,7.0
11924 MS:12531 M:6 H:0,,,,,
1,7,12.0,8.0,3.0,5.0
75,43,31.0,31.0,4.0,7.0
8,0,3.0,12.0,16.0,7.0
1,0,0.0,3.0,1.0,0.0
0,0,0.0,0.0,0.0,0.0
27,6,14.0,95.0,68.0,64.0
2,0,4.0,29.0,58.0,115.0
1,1,0.0,12.0,49.0,64.0
5,3,7.0,25.0,71.0,45.0
3,6,11.0,44.0,94.0,21.0
0,6,11.0,12.0,28.0,3.0
0,14,21.0,23.0,51.0,5.0
0,18,17.0,11.0,10.0,0.0
0,41,26.0,20.0,1.0,0.0
2,116,63.0,35.0,16.0,2.0
1,67,81.0,34.0,4.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11925 MS:12563 M:6 H:0,,,,,
8,11,30.0,0.0,11.0,15.0
67,58,29.0,25.0,17.0,6.0
9,1,4.0,12.0,16.0,7.0
1,0,0.0,4.0,2.0,0.0
0,0,0.0,0.0,0.0,0.0
28,7,18.0,106.0,70.0,68.0
3,0,0.0,33.0,50.0,110.0
2,0,3.0,19.0,51.0,64.0
5,4,7.0,28.0,72.0,48.0
3,5,10.0,48.0,95.0,21.0
0,6,11.0,13.0,29.0,3.0
0,12,20.0,23.0,53.0,5.0
0,19,24.0,3.0,11.0,0.0
0,56,27.0,22.0,16.0,0.0
2,116,55.0,35.0,7.0,0.0
0,66,73.0,29.0,4.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11926 MS:12594 M:6 H:0,,,,,
15,5,21.0,8.0,4.0,23.0
67,58,31.0,28.0,17.0,6.0
10,1,4.0,14.0,19.0,9.0
0,0,0.0,2.0,1.0,0.0
0,0,0.0,0.0,0.0,0.0
14,11,27.0,97.0,75.0,64.0
4,1,5.0,39.0,52.0,127.0
2,0,2.0,19.0,52.0,74.0
4,3,6.0,28.0,72.0,48.0
3,6,11.0,51.0,97.0,21.0
1,7,12.0,14.0,29.0,3.0
0,2,14.0,23.0,54.0,5.0
0,20,23.0,12.0,12.0,0.0
0,45,32.0,14.0,8.0,0.0
1,114,56.0,34.0,7.0,0.0
0,65,67.0,26.0,3.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11927 MS:12626 M:6 H:0,,,,,
17,5,21.0,9.0,3.0,8.0
74,60,33.0,29.0,18.0,6.0
11,1,5.0,14.0,18.0,8.0
1,0,0.0,3.0,2.0,0.0
7,12,0.0,3.0,0.0,0.0
28,7,31.0,105.0,83.0,79.0
4,1,5.0,39.0,69.0,133.0
2,0,3.0,21.0,53.0,77.0
6,4,8.0,31.0,74.0,50.0
3,6,11.0,54.0,97.0,22.0
0,4,12.0,14.0,30.0,3.0
1,14,17.0,22.0,48.0,0.0
0,21,23.0,12.0,12.0,0.0
0,44,35.0,15.0,7.0,0.0
1,95,49.0,29.0,6.0,0.0
0,57,68.0,26.0,3.0,0.0
0,0,0.0,0.0,0.0,0.0
4,0,4.0,8.0,0.0,2.0
11928 MS:12657 M:6 H:0,,,,,
17,8,24.0,10.0,4.0,7.0
74,64,32.0,29.0,17.0,5.0
9,1,5.0,13.0,17.0,7.0
12,0,7.0,0.0,2.0,1.0
0,0,0.0,8.0,10.0,0.0
27,5,20.0,117.0,83.0,72.0
4,1,6.0,40.0,72.0,140.0
2,0,4.0,21.0,56.0,77.0
5,3,8.0,31.0,73.0,49.0
3,2,12.0,54.0,95.0,21.0
0,3,11.0,1.0,22.0,3.0
1,14,24.0,24.0,58.0,6.0
0,22,26.0,13.0,13.0,0.0
0,43,36.0,15.0,7.0,0.0
1,93,50.0,32.0,6.0,0.0
0,54,64.0,24.0,3.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,5.0,0.0,0.0
11929 MS:12688 M:6 H:0,,,,,
19,7,24.0,9.0,4.0,7.0
76,66,33.0,27.0,16.0,5.0
8,8,0.0,13.0,16.0,7.0
9,0,8.0,16.0,0.0,8.0
0,0,0.0,0.0,0.0,0.0
14,4,13.0,99.0,81.0,75.0
2,0,3.0,36.0,71.0,140.0
2,0,2.0,22.0,54.0,80.0
0,2,6.0,27.0,64.0,50.0
7,14,0.0,47.0,91.0,8.0
0,2,6.0,12.0,31.0,15.0
1,7,13.0,21.0,67.0,7.0
0,19,28.0,20.0,20.0,0.0
1,55,56.0,29.0,15.0,0.0
4,150,95.0,74.0,25.0,3.0
0,193,125.0,96.0,18.0,2.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11930 MS:12720 M:6 H:0,,,,,
19,4,14.0,7.0,4.0,6.0
64,28,16.0,17.0,15.0,4.0
4,0,0.0,5.0,16.0,8.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
14,1,7.0,46.0,54.0,64.0
3,0,1.0,18.0,48.0,130.0
3,0,2.0,12.0,40.0,74.0
16,0,10.0,24.0,41.0,48.0
0,0,2.0,18.0,72.0,13.0
0,0,1.0,5.0,25.0,2.0
0,1,5.0,16.0,73.0,8.0
0,9,18.0,27.0,32.0,2.0
2,46,59.0,46.0,30.0,2.0
15,159,116.0,103.0,46.0,6.0
15,256,159.0,155.0,78.0,15.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11931 MS:12751 M:6 H:0,,,,,
24,4,16.0,5.0,4.0,7.0
44,11,11.0,0.0,6.0,2.0
4,0,1.0,5.0,16.0,7.0
0,0,0.0,1.0,3.0,4.0
0,0,0.0,0.0,0.0,0.0
14,2,5.0,32.0,48.0,63.0
5,1,3.0,17.0,44.0,126.0
1,0,0.0,10.0,32.0,58.0
3,1,4.0,12.0,38.0,38.0
0,0,1.0,8.0,45.0,13.0
0,0,2.0,4.0,21.0,2.0
0,1,5.0,13.0,66.0,8.0
0,7,10.0,22.0,30.0,2.0
0,34,56.0,40.0,31.0,3.0
16,131,126.0,100.0,56.0,5.0
22,281,147.0,174.0,85.0,29.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11932 MS:12783 M:6 H:0,,,,,
31,29,11.0,13.0,16.0,1.0
49,14,8.0,9.0,11.0,2.0
5,0,0.0,5.0,13.0,4.0
1,0,0.0,2.0,5.0,6.0
0,0,0.0,0.0,0.0,0.0
14,3,5.0,32.0,50.0,71.0
0,7,7.0,3.0,43.0,152.0
2,1,3.0,15.0,24.0,73.0
2,1,1.0,9.0,33.0,36.0
0,0,0.0,6.0,38.0,12.0
0,1,4.0,5.0,18.0,1.0
0,0,4.0,12.0,62.0,5.0
1,0,6.0,26.0,30.0,1.0
3,39,48.0,48.0,30.0,0.0
11,143,141.0,92.0,67.0,7.0
22,293,144.0,172.0,96.0,11.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11933 MS:12814 M:6 H:0,,,,,
42,14,13.0,5.0,20.0,3.0
50,16,7.0,8.0,7.0,0.0
5,0,0.0,3.0,10.0,2.0
1,0,0.0,2.0,5.0,8.0
0,0,0.0,0.0,0.0,0.0
19,14,0.0,43.0,48.0,91.0
4,1,15.0,9.0,55.0,206.0
3,0,2.0,12.0,40.0,113.0
6,0,3.0,10.0,40.0,61.0
0,0,1.0,11.0,54.0,13.0
0,0,3.0,8.0,44.0,3.0
0,1,4.0,16.0,65.0,5.0
3,0,17.0,45.0,32.0,0.0
4,54,82.0,68.0,46.0,3.0
10,156,151.0,93.0,79.0,7.0
18,290,142.0,167.0,97.0,10.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11934 MS:12845 M:6 H:0,,,,,
48,13,12.0,6.0,2.0,6.0
56,19,9.0,12.0,6.0,0.0
5,0,0.0,4.0,9.0,2.0
2,0,0.0,4.0,8.0,13.0
8,0,6.0,0.0,0.0,0.0
10,20,3.0,53.0,63.0,105.0
1,0,1.0,17.0,50.0,219.0
2,0,0.0,8.0,40.0,133.0
3,0,1.0,8.0,37.0,70.0
0,1,2.0,14.0,54.0,11.0
3,0,4.0,15.0,54.0,4.0
0,3,9.0,26.0,66.0,4.0
1,12,32.0,53.0,52.0,3.0
4,58,98.0,76.0,52.0,3.0
10,159,156.0,94.0,79.0,6.0
17,288,139.0,161.0,96.0,9.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
11935 MS:12877 M:6 H:0,,,,,
